,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint,Efa (eV/atom)
X4 NumberofShells,0.03994247607295899,0.020916237211884802,0.10291313557633301,0.5997772613270131,0.6024621250970958,0.7375754741342181,0.987276561463256,0.037042983007514234,0.03654485239376354,0.10341699331250749,0.5876672196745478,0.5894723298188278,0.723092535111869,0.976329654688973,0.04461036821736243,-0.008128946717341198,0.08742876354396743,0.6151098688223385,0.6201911661053734,0.7603410423806932,1.0,-0.008020543512196263,0.124342682768372,-0.07929053693380958,-0.5637661371773715,-0.5719912258487327,-0.7386135472626801,-0.9386550105408366,-0.0005735188138955959,-0.042211828605328384,0.06229171502452825,0.590592657649302,0.5905968418647015,0.6859655560474249,0.9505225106209302,0.07746193246902111,0.03710889573051546,-0.015527749654238159,0.6036511888095774,0.6118259957088982,0.7517666568072027,0.967764879430228,-0.07355127570098188,-0.013854180797846801,-0.007607659472184524,-0.5982065733579646,-0.6074043500820112,-0.7343866274494809,-0.9331125527933616,0.03832012596072855,0.029428070426989184,0.10306255472326172,0.5929843750722699,0.5952113476237976,0.7304248308437852,0.9817867900115804,-0.02371864672919345,0.08926146521226272,-0.08223553232914797,0.6088005867302474,0.6142395403302522,0.7620146637128952,0.998779593548125,-0.17401632632689215
A1 SpecificHeat,-0.80206059111149,-0.5096118762164825,0.13819334747850362,-0.2248818960414283,-0.2263753046528005,-0.19514724964190366,-0.013094668856632527,-0.7335394523622545,-0.45062249142686556,0.13893998429695137,-0.22637675188364573,-0.22738849976163936,-0.20500635476183368,-0.0184719519720004,-0.9016536445240512,-0.6165084987022494,0.10514166157166677,-0.21945556833906266,-0.22225653288196145,-0.1693169298247393,-0.008020543512196263,1.0,0.7477816306317854,-0.14424441490040052,0.21183531345321108,0.21655597462531512,0.14250617732936258,0.05743717706719295,-0.8285930975131225,-0.500605607245652,0.052925792249247025,-0.21715896508211555,-0.21716127279249228,-0.1992628176563273,0.01098493850885756,-0.8322408708378664,-0.595239745333587,-0.08164934205865819,-0.20554323372618552,-0.2100796439371958,-0.1294717837676661,-0.012770081048915603,0.8806019814722196,0.6470168936241399,0.008362112962909764,0.19271969348807053,0.19780871975651973,0.10520379200744143,-0.00017780645495083723,-0.7645568278912184,-0.47624366654467043,0.13798701871204208,-0.22597145618235734,-0.22721590532498676,-0.20087150913875504,-0.016821927771955205,0.9910146626816854,0.730732409871446,-0.1351583329108545,-0.22084760022936645,-0.22386700802792245,-0.17004874426840877,-0.017884886095462082,0.4752110815566013
A2 SpecificHeat,-0.6268047242797131,-0.7757733553829919,0.0619470287527189,-0.14800467671370085,-0.14903356127305312,-0.1923516049906261,0.09986181238366933,-0.5784141246447181,-0.7118565319759589,0.06240442348301792,-0.15214195087560042,-0.15284188289093906,-0.20613164085561222,0.08678581698409421,-0.6944056648820099,-0.8810235050632638,0.04642758270871205,-0.13691359047592813,-0.1388254313293928,-0.15541701987183576,0.124342682768372,0.7477816306317854,1.0,-0.0647351005178086,0.12643310653978246,0.12964912237438947,0.10922310744205861,-0.0938422094417515,-0.6415113115199982,-0.794329936429293,0.023613891138871957,-0.14719074950836852,-0.14719234861180322,-0.20956552178675214,0.10450099029677569,-0.6465776555174798,-0.8253676501317074,-0.0376787627435778,-0.11830640968487326,-0.12137512926253476,-0.09989865464050274,0.14289929363214768,0.6778238784563916,0.8740185152703669,0.004744400926813293,0.10468089638428524,0.10810727936158186,0.07078925836882535,-0.16379088702230535,-0.6004897824954201,-0.7402379487273641,0.061932153178288374,-0.15047664534079375,-0.1513359853491073,-0.2000756160736657,0.09205194773322854,0.7472748935948901,0.9886905924844724,-0.05893297007286932,-0.13786766152644653,-0.139929515897928,-0.15390326624861417,0.11646009035660437,0.5188370549529032
B SpecificHeat,0.03764750651831737,-0.06290057066116915,-0.7994523124622861,0.033449367750971404,0.0318286800203793,-0.039082818720814365,-0.08249561727674534,0.0178709887678284,-0.07824014595515698,-0.778106329555647,0.03699011172825411,0.035896813489321014,-0.03800573514886178,-0.08247843398769637,0.07396221089914727,-0.02570349862289988,-0.8163606302882533,0.02549876044964357,0.022399497516014943,-0.03779800404089049,-0.07929053693380958,-0.14424441490040052,-0.0647351005178086,1.0,-0.023899148053578154,-0.01838399550320009,0.01566502817900734,0.05791001514779587,0.05476501757818072,-0.06138414231520047,-0.65176751347139,0.03381440349436009,0.0338119164725486,-0.048462120516141335,-0.0879408502630067,0.05653491375038145,-0.030087180183635147,-0.04854402144745449,0.015511065494575808,0.010265556122214605,-0.03010604935998053,-0.06789913424093279,-0.0779549433398875,0.006090676031335824,6.969646703814926e-05,-0.007941603948632603,-0.0019174667031415247,0.030656988448168065,0.0637446285391025,0.02644887103382947,-0.07217268504002051,-0.7847734752579242,0.03552457027815521,0.034177324997455204,-0.038249121279461416,-0.08237117560826723,-0.12708788264441576,-0.039012091357077824,0.4163236199986416,0.02662732948057555,0.023274661469115797,-0.034196140114205686,-0.07685168770285845,0.04859438665783178
X1 SpecificHeat,-0.09533208328178026,-0.10503887566645216,0.010685624027061922,-0.9147464738646577,-0.9138332749142403,-0.5714330524917932,-0.49277456961882454,-0.06921792964313529,-0.09533957440716959,0.011316687057711942,-0.8964606155769738,-0.895825380078388,-0.5746976722799458,-0.468078177497909,-0.14387956318124265,-0.12772895379498878,0.0009478139199689897,-0.9556077319372268,-0.9538955963184715,-0.5573717189748127,-0.5637661371773715,0.21183531345321108,0.12643310653978246,-0.023899148053578154,1.0,0.996210980646156,0.5316348492909196,0.6897493086919633,-0.0896782677505551,-0.05990870934036032,-0.006495021768414831,-0.8316594751285906,-0.8316580013579662,-0.5424454616353931,-0.3889031001808109,-0.13758000378349228,-0.1482702804023923,-0.03111964097650136,-0.9847601733716304,-0.98153089550396,-0.5160154204234316,-0.6591649050317088,0.16264190642094223,0.15640416718537245,0.01121552790065795,0.9713819445630271,0.9674509217650005,0.4810993065873506,0.6748975460823603,-0.08032942383883282,-0.09887416718413651,0.010884089471287594,-0.9060356060420718,-0.9052637391615536,-0.574127291018775,-0.4806471319511652,0.19803300857513517,0.1314455735647136,-0.011158016934578028,-0.9665086109747218,-0.9646178611948558,-0.561271314002187,-0.582278271787145,0.41261268924014444
X2 SpecificHeat,-0.0965234082546795,-0.10479558760775771,0.000852092943035451,-0.9122049582497894,-0.9135480119788701,-0.5766031812884085,-0.5011424054318566,-0.06938715646432757,-0.09431285021762406,0.0013099789154601413,-0.8942219635137991,-0.8951136107528798,-0.5795964144269521,-0.4765143793502717,-0.14704235814802355,-0.1292092947056638,-0.007361230926139244,-0.9523550900357932,-0.9549240461229489,-0.56277076499213,-0.5719912258487327,0.21655597462531512,0.12964912237438947,-0.01838399550320009,0.996210980646156,1.0,0.534965593658121,0.6982225895813826,-0.08931860562291657,-0.05818956423546201,-0.014071658190024256,-0.8296766070147802,-0.8296786035599929,-0.5483033199106397,-0.3966238400291004,-0.14193225583786026,-0.15100633287143006,-0.03194792816928093,-0.9806802463805697,-0.9846265424032892,-0.5209999530676025,-0.6669953184716826,0.1678142683427669,0.1599687359312399,0.011948239485255516,0.9669237586804149,0.9711864914950736,0.48631026396090254,0.682091860075973,-0.08093432579865194,-0.09817238786509935,0.0009316189080616457,-0.9036588616255115,-0.9047659863300118,-0.5791241325034688,-0.4890712318602805,0.20269024096868074,0.13452442257842454,-0.006440320960999274,-0.9632326839196522,-0.9659748978346375,-0.5663046938745387,-0.590668695367615,0.4159258967648489
X3 SpecificHeat,-0.15199361746550658,-0.21049665081739008,-0.029217459189370285,-0.4626656655131895,-0.4637388285732326,-0.8826519219224278,-0.7105684934647906,-0.14384992178615505,-0.21223011542788348,-0.028511224714752086,-0.4462651847779482,-0.4469758776227756,-0.85507127162513,-0.6972120054378196,-0.16256073541294902,-0.20408619630028432,-0.03167819823333342,-0.4999293580399195,-0.502018862597679,-0.9436989640516177,-0.7386135472626801,0.14250617732936258,0.10922310744205861,0.01566502817900734,0.5316348492909196,0.534965593658121,1.0,0.7424735970582185,-0.12900636833344284,-0.14856305991907467,-0.02358939393746395,-0.4127308424439631,-0.4127324397325265,-0.7687794294361187,-0.6580321188617139,-0.1723279266941722,-0.23733575560091769,-0.013140739002214331,-0.5349029308576518,-0.5382916601582971,-0.9866446808905291,-0.7484983866357904,0.17326721916804375,0.22401929147694277,0.012071317370218972,0.5400192374635044,0.5438074421993284,0.9773862532252553,0.7328576457341266,-0.14754106286279423,-0.2112515479619677,-0.0287983120750718,-0.45424038862355876,-0.4551236461360575,-0.8692694305579797,-0.70398325385089,0.1532711731257332,0.14331025109836748,0.03048926736469417,-0.5048327046206148,-0.5070718907462034,-0.956908473094999,-0.7437316507085044,0.2940345684197709
X4 SpecificHeat,-0.012556976305055128,0.007450792788970363,-0.07821720882374937,-0.6320601250350207,-0.6347320325366137,-0.6684166786577321,-0.8896730506938042,0.003214281384533684,0.0024345425289932737,-0.07869297100649415,-0.6132001031802377,-0.614990166770913,-0.651154638509787,-0.8702667168352787,-0.04354166044725916,0.012172742328001872,-0.06667396688571586,-0.6717251454533213,-0.6768402032358194,-0.7061099409567919,-0.9386550105408366,0.05743717706719295,-0.0938422094417515,0.05791001514779587,0.6897493086919633,0.6982225895813826,0.7424735970582185,1.0,0.023713037094893984,0.08585440718173114,-0.04921851048592966,-0.5794315749537219,-0.5794356461208654,-0.587293553343116,-0.7944294726657143,-0.07258102697330278,-0.04686993027314161,0.008772200575127358,-0.7015361693453048,-0.7098937786570901,-0.7284221367849234,-0.9801274991661072,0.08385129192195688,0.036510080500112146,0.006179299139363166,0.7034385433806931,0.7128561992917348,0.7162372677494397,0.9640584022138695,-0.0034648577971642678,0.005201022529304175,-0.07841831167508909,-0.6222822043118601,-0.6244949279091231,-0.6602893471296319,-0.8805204626314886,0.060503580426561475,-0.06488218240519211,0.059610441195810666,-0.6752725891823331,-0.6807702670353516,-0.7160701915084311,-0.9533278465327366,0.2513418886510742
A1 Density,0.9666908148308918,0.714445558492659,-0.045581661484971885,0.13081397264184175,0.13079312961409342,0.2285361028349261,0.016853924232024895,0.9606804161016721,0.7021329309799936,-0.0458054235183375,0.1326936455100946,0.13268123370660417,0.23736001482195776,0.02321735271420934,0.9397087759005867,0.7145564131897502,-0.03254572625827311,0.12151312584550826,0.12143848879700718,0.19831823433704468,-0.0005735188138955959,-0.8285930975131225,-0.6415113115199982,0.05476501757818072,-0.0896782677505551,-0.08931860562291657,-0.12900636833344284,0.023713037094893984,1.0,0.727627364638765,-0.011625760080325818,0.142145168011515,0.14214517796753845,0.2543794429134899,0.029552476687631363,0.8553053565078309,0.6620688023814425,0.038220593486124006,0.10055522657573561,0.10029247104263415,0.14325874101052016,-0.026889116907242556,-0.8359747838078994,-0.6513130252663497,-0.006012911089657874,-0.09242977448342889,-0.09207738301970715,-0.12076431322944886,0.03971572293467738,0.9651421668198531,0.7083909393670742,-0.04541323245278166,0.13168730869280845,0.13167073556934158,0.23317116197078946,0.020319918410088827,-0.8656976567477578,-0.6713452625071682,0.04978458147005532,0.1180559345542891,0.11795748873390248,0.19188963721929017,-0.002061953435511797,-0.43709783904723376
A2 Density,0.7183527231886385,0.9720539660082204,0.07399882070508698,0.11012304322516768,0.10970010270093156,0.27232369047034966,-0.010687808314817651,0.7318837650665386,0.9689676749503288,0.07430378740153074,0.11411556132665296,0.1138330570085124,0.2836688672149924,0.0007669820080766479,0.6620680509382654,0.9423140476205701,0.061808826411683206,0.09582642902253241,0.09497783351615327,0.2341296362467057,-0.042211828605328384,-0.500605607245652,-0.794329936429293,-0.06138414231520047,-0.05990870934036032,-0.05818956423546201,-0.14856305991907467,0.08585440718173114,0.727627364638765,1.0,0.04126169484317288,0.12570928682016044,0.1257086853705316,0.30518638658099534,0.01584421287424568,0.6181282463753268,0.8639904028399061,-0.017689944755650618,0.06906521987401543,0.06749588422158487,0.1656015448120732,-0.08882595400632967,-0.5811957003359043,-0.8329723290566609,-0.003832276565918512,-0.058453210440533386,-0.05660462607257501,-0.13768507673897942,0.10943376480309251,0.7277175099024871,0.9718229024406223,0.07401729368175079,0.11213734754164585,0.11178728090395738,0.27828654272924214,-0.004538225438213864,-0.5498258927424844,-0.8450044159398269,-0.06290187827545758,0.09212077933609741,0.09118593024730336,0.22619554672648454,-0.045719041995197385,-0.4314183639911459
B Density,-0.0022825492773634495,0.04205397896956528,0.6433004768882429,0.0073346191495195666,0.00959330600240218,0.04240793641861569,0.06594547825765888,0.006149765203767283,0.04966666511938762,0.6300213443848388,0.005537882546813232,0.007064458854094198,0.041502891258319755,0.06667607459061461,-0.018345843185786047,0.023232750439755246,0.5366371114511801,0.010539813712111174,0.014834500299186737,0.041391129547628545,0.06229171502452825,0.052925792249247025,0.023613891138871957,-0.65176751347139,-0.006495021768414831,-0.014071658190024256,-0.02358939393746395,-0.04921851048592966,-0.011625760080325818,0.04126169484317288,1.0,0.00852639946128747,0.008529876193801456,0.04906622404278713,0.0685105289235452,-0.009735000727076244,0.024748940757744742,-0.29757375376837664,0.012934412145511881,0.020138042960698495,0.03481610360681458,0.052808249023295215,0.019659233935568683,-0.012451276432112707,0.33362118510590466,-0.01582239441585943,-0.024058214353758628,-0.03471826477722184,-0.04789087121766119,0.002526446223354472,0.04666763623381653,0.6343197970938446,0.006255181858790258,0.008134764000695372,0.04173715350061801,0.06632625154494032,0.04391076467684623,0.010188920632159289,-0.12908157716880764,0.009396201124108938,0.014039938758566356,0.03862492600274601,0.06122948623584707,-0.061085218155666435
X1 Density,0.15227898468989431,0.1378909598205309,-0.015354370196526372,0.9847742443552253,0.9846700755300373,0.6147737112240543,0.5741597837753978,0.13258339019694995,0.13450746481972317,-0.015320787678908229,0.9885984618228436,0.9885311215889027,0.634075778812089,0.5652713975211189,0.18568022638334275,0.1451478449136918,-0.006737413027764502,0.9538768135834648,0.9535134920096774,0.550125263283247,0.590592657649302,-0.21715896508211555,-0.14719074950836852,0.03381440349436009,-0.8316594751285906,-0.8296766070147802,-0.4127308424439631,-0.5794315749537219,0.142145168011515,0.12570928682016044,0.00852639946128747,1.0,0.9999999992045887,0.6539024618524523,0.5395571887126542,0.18182722362441503,0.13513155538271115,0.03653627571558403,0.865227409200423,0.8638208749817368,0.43010257248829836,0.5880204817147675,-0.1972474153812641,-0.13778214310423942,-0.0085081327288453,-0.8171780019264815,-0.815210449198546,-0.3739412492848695,-0.5720738381057368,0.14113191001087513,0.1354983439799618,-0.015044110435199248,0.9868541485271822,0.9867681704576842,0.6253313872396578,0.5697822771294797,-0.21376714329295313,-0.14575558303316866,0.02874142228471403,0.9443317672228784,0.9438465138009967,0.5399896027482328,0.5930327835530567,-0.28542512921622215
X2 Density,0.15227971820801128,0.1378909889336898,-0.015349886363544592,0.9847738207682096,0.9846706859240769,0.6147765389429606,0.5741641101941327,0.13258365359301563,0.13450714328527505,-0.015316223492395338,0.9885982146962666,0.9885315742270501,0.6340785202841146,0.5652757748733798,0.18568185934254697,0.14514864290164053,-0.00673362329869479,0.9538759299302263,0.9535145698640163,0.5501280736014926,0.5905968418647015,-0.21716127279249228,-0.14719234861180322,0.0338119164725486,-0.8316580013579662,-0.8296786035599929,-0.4127324397325265,-0.5794356461208654,0.14214517796753845,0.1257086853705316,0.008529876193801456,0.9999999992045887,1.0,0.6539057383437092,0.5395613077682274,0.18182940249341079,0.13513287284606176,0.036536686803713816,0.8652259017983364,0.8638226540695398,0.43010499064754054,0.5880243268052642,-0.19724996403191328,-0.1377838327152477,-0.00850846920082471,-0.817176235258997,-0.815212434939999,-0.37394370128209503,-0.5720773311595875,0.14113237417364352,0.13549816774178458,-0.01503957114805899,0.9868538189601365,0.9867687020028069,0.6253341549565247,0.5697866389179921,-0.21376943647341626,-0.1457571081153456,0.02873930932382704,0.9443308340981841,0.9438477032589299,0.5399922167630367,0.5930370192742762,-0.2854266240800655
X3 Density,0.2567773610973606,0.3102140117311192,0.07173246880975861,0.6426440730169906,0.6447053126211484,0.978852573918498,0.7087662989133112,0.25683244396822136,0.317857427941561,0.07178996269145596,0.6433758033380992,0.6447708686052617,0.986238660853421,0.7118405433291346,0.2462747050772008,0.2862643134442093,0.06470543214418036,0.6257284775060954,0.6295410801106173,0.9330218020551375,0.6859655560474249,-0.1992628176563273,-0.20956552178675214,-0.048462120516141335,-0.5424454616353931,-0.5483033199106397,-0.7687794294361187,-0.587293553343116,0.2543794429134899,0.30518638658099534,0.04906622404278713,0.6539024618524523,0.6539057383437092,1.0,0.7136049335915967,0.23457275939593483,0.2640905655097708,0.002324199414815218,0.5706391338070435,0.5765191144253252,0.8130095031427187,0.6128818244654637,-0.22581500828118173,-0.24585617067039886,-0.010848491143959577,-0.5424391061936141,-0.5489299640551951,-0.7562403848262041,-0.5681439752641168,0.25734433880051655,0.31464869189286443,0.0717300710772161,0.6429369935348952,0.6446526876320596,0.982919906753204,0.7105606109962005,-0.21521380799429854,-0.23053139177598062,-0.05676999179139201,0.6183801463771839,0.6224426777212068,0.9195845462655537,0.6797725027534236,-0.2782191230223594
X4 Density,0.06509020108845806,0.05306138388545196,0.11366982217813387,0.5091039716251722,0.5116962690782068,0.7323302078358704,0.9837647564732984,0.06950865539238262,0.07297371469947325,0.11421967160159122,0.5075220895696342,0.5092743807507625,0.7265485021391548,0.9875446573233152,0.05339918924081588,0.01229328436412819,0.09648996874076726,0.4945371367419405,0.49937557718957765,0.7294488447083272,0.9505225106209302,0.01098493850885756,0.10450099029677569,-0.0879408502630067,-0.3889031001808109,-0.3966238400291004,-0.6580321188617139,-0.7944294726657143,0.029552476687631363,0.01584421287424568,0.0685105289235452,0.5395571887126542,0.5395613077682274,0.7136049335915967,1.0,0.0838837119553184,0.035313854478584275,-0.017677232295823343,0.44072756746265745,0.44839629965680655,0.6835359341961894,0.8428808739944201,-0.07108031574080015,-0.007476261981203971,-0.008281891466372086,-0.4236258763990275,-0.4322295336443421,-0.655679052242178,-0.7823506233366321,0.06786772921851725,0.06425823233765406,0.11382625077699221,0.5075872937058329,0.5097433565424194,0.7295314110033407,0.9857494196017309,-0.011669639686339354,0.07252824375254982,-0.09117050171256699,0.48144942609832037,0.4866160248170589,0.7250056272199139,0.938680528250658,-0.08766683663202489
A1 AtomicRadius,0.9445817952550831,0.691223939706727,-0.04524955991563421,0.17312130141140727,0.1745112909170027,0.22753673177980033,0.08589242603613978,0.9099336833672329,0.6585460232854288,-0.045580202877686875,0.17113409092364915,0.17207265320805057,0.23093555276254765,0.08926130035862473,0.9746260376720579,0.7357637915379619,-0.03102577187143688,0.1715431716664861,0.17416213468654898,0.21298622725693814,0.07746193246902111,-0.8322408708378664,-0.6465776555174798,0.05653491375038145,-0.13758000378349228,-0.14193225583786026,-0.1723279266941722,-0.07258102697330278,0.8553053565078309,0.6181282463753268,-0.009735000727076244,0.18182722362441503,0.18182940249341079,0.23457275939593483,0.0838837119553184,1.0,0.764646682283543,0.04224881765740538,0.15737622958079336,0.1616300209508304,0.18051346188238948,0.0635318923851353,-0.9925352832630594,-0.7685655941746654,-0.007853249624039783,-0.15396560338536702,-0.15877939715635983,-0.16489582045251527,-0.05197132287895795,0.9266474747459801,0.673408528218966,-0.04512585136276013,0.17179206167913955,0.17294771650981763,0.22941924038582484,0.08793756280605204,-0.8982830111093956,-0.6988500758846481,0.049390047751766704,0.16698284436309038,0.1697928586216757,0.20991669469308022,0.07881446372208813,-0.35155301196018124
A2 AtomicRadius,0.733804826798023,0.9438645478716435,0.039893259202761266,0.14244722522877462,0.14330287374738782,0.26974839171392695,0.042069682540108594,0.7154008651403523,0.9117573823794323,0.03990268333385893,0.13668755295024654,0.13726108571885112,0.2696104147649936,0.04485915116371318,0.7396819059261486,0.9774781041267211,0.03512476461533894,0.15328292911499167,0.15492162066560508,0.2643985066770315,0.03710889573051546,-0.595239745333587,-0.8253676501317074,-0.030087180183635147,-0.1482702804023923,-0.15100633287143006,-0.23733575560091769,-0.04686993027314161,0.6620688023814425,0.8639904028399061,0.024748940757744742,0.13513155538271115,0.13513287284606176,0.2640905655097708,0.035313854478584275,0.764646682283543,1.0,-0.00353296071462457,0.16004104275812858,0.16273842583725007,0.24288997013520947,0.03205270309256508,-0.7485907540136922,-0.9919768684133683,-0.004713006478030608,-0.1634051355981471,-0.16646855371214025,-0.22965728081575304,-0.023757351799121414,0.7248859752490243,0.9268357839874464,0.03983999177054931,0.13925670130367696,0.13996533170702524,0.26985580078439286,0.04387616685709448,-0.6554672784109998,-0.9000300626885168,-0.034019141022385624,0.1521141343486769,0.15387362112738168,0.2632000059390738,0.04009864052318982,-0.4078301670480184
B AtomicRadius,0.031717730306829034,-0.01780322982604618,0.1988831767050638,0.036597483952388286,0.036861888139298964,0.0062957286654012,-0.015425024960743411,0.021569761973443385,-0.02476841345885656,0.20634827125968075,0.03751734497119048,0.03769708199124703,0.006266740189509144,-0.01493220757651023,0.04989044228763227,-0.001200570762922571,0.42861564260618223,0.03402871042115344,0.0345208543436203,0.007207442293152728,-0.015527749654238159,-0.08164934205865819,-0.0376787627435778,-0.04854402144745449,-0.03111964097650136,-0.03194792816928093,-0.013140739002214331,0.008772200575127358,0.038220593486124006,-0.017689944755650618,-0.29757375376837664,0.03653627571558403,0.036536686803713816,0.002324199414815218,-0.017677232295823343,0.04224881765740538,-0.00353296071462457,1.0,0.029546519777061554,0.03033820830795036,0.009235540895105273,-0.013601143952850293,-0.052525059307696895,-0.0069814690515738525,-0.8359529075784452,-0.026366226483738923,-0.027251736437847715,-0.00865141637201033,0.01387799711759859,0.025994119417473142,-0.02200994110540871,0.20557683002317004,0.037145076413203096,0.037365813094517614,0.00636981906217614,-0.01508452690191433,-0.07442238548878644,-0.02673442055137115,-0.018327370761016988,0.034180587367462115,0.034711184003326755,0.008299214057090939,-0.014469511579827706,0.08278904497461051
X1 AtomicRadius,0.1164683094199327,0.11899146673593765,7.050658447886898e-05,0.9310339410546659,0.9300723704804595,0.5906880234960131,0.5335093518356804,0.09403493734347504,0.11165713525459513,-0.0005348950822853689,0.9086955381692817,0.9080238047731121,0.5903140213066144,0.5073701468736157,0.15806644313520937,0.13639647471339833,0.008307819615314951,0.975358711924346,0.9735620239324032,0.5810816741586388,0.6036511888095774,-0.20554323372618552,-0.11830640968487326,0.015511065494575808,-0.9847601733716304,-0.9806802463805697,-0.5349029308576518,-0.7015361693453048,0.10055522657573561,0.06906521987401543,0.012934412145511881,0.865227409200423,0.8652259017983364,0.5706391338070435,0.44072756746265745,0.15737622958079336,0.16004104275812858,0.029546519777061554,1.0,0.9966024835144646,0.5390692097986208,0.6903245210689336,-0.1774740521843187,-0.16434547484142764,-0.012173703381432331,-0.9941511487123295,-0.9900557002013042,-0.5095750071769699,-0.7073911242725807,0.10348316864140944,0.11418985149875964,-0.00013082631720488826,0.9195627276149463,0.9187474037671362,0.5910540499686064,0.5202813389514829,-0.19735500234125225,-0.12826727655942977,0.002119195647643498,0.9793624958826185,0.977360565351448,0.5806828015700762,0.6176670853244269,-0.4360088220080312
X2 AtomicRadius,0.11771533115898516,0.11885681635667761,0.009420903293958569,0.9290684066714706,0.9302434928071709,0.5958953000506442,0.5417929633167428,0.09431663066499149,0.11078515965185008,0.008979374987219903,0.9069941559730162,0.9077683494451337,0.5952520193309738,0.5157028462827417,0.16117523589961402,0.1378842625061251,0.016212620252243397,0.9727495115824081,0.975007025321601,0.586516546229989,0.6118259957088982,-0.2100796439371958,-0.12137512926253476,0.010265556122214605,-0.98153089550396,-0.9846265424032892,-0.5382916601582971,-0.7098937786570901,0.10029247104263415,0.06749588422158487,0.020138042960698495,0.8638208749817368,0.8638226540695398,0.5765191144253252,0.44839629965680655,0.1616300209508304,0.16273842583725007,0.03033820830795036,0.9966024835144646,1.0,0.5440917580132774,0.6981326845807045,-0.18249661574956452,-0.16781677100665743,-0.012876005358503766,-0.9904178352819837,-0.9940816061948482,-0.514817706292733,-0.7146082779130782,0.10417597870754439,0.113623413734255,0.009332141489221556,0.9177393473502903,0.918703399824473,0.5960896212242385,0.528609088427754,-0.20184651628129655,-0.13122660918450738,-0.002378665060299897,0.976710058837899,0.9790954642809451,0.585756893337905,0.6259894496299119,-0.43940641187834806
X3 AtomicRadius,0.17032749006219747,0.22653371280951753,0.047907388332502444,0.46827009003760456,0.46985949967486057,0.9079583823603005,0.7237350229205024,0.16783780397410025,0.232030592727699,0.04742328211288363,0.4494076524874555,0.4504653542697157,0.8782794887756842,0.7086535037572805,0.17007059799752122,0.21161432662233212,0.04681939790096071,0.5073934755118882,0.5104670617562244,0.9676687058876529,0.7517666568072027,-0.1294717837676661,-0.09989865464050274,-0.03010604935998053,-0.5160154204234316,-0.5209999530676025,-0.9866446808905291,-0.7284221367849234,0.14325874101052016,0.1656015448120732,0.03481610360681458,0.43010257248829836,0.43010499064754054,0.8130095031427187,0.6835359341961894,0.18051346188238948,0.24288997013520947,0.009235540895105273,0.5390692097986208,0.5440917580132774,1.0,0.7550439396695834,-0.17532298237655683,-0.22453373799929127,-0.012411456844868067,-0.5490320043031882,-0.554704945268378,-0.9943144823328267,-0.7428913158595954,0.16903222421384234,0.22948022463057224,0.04759847006218462,0.4581387885827158,0.4594499721060761,0.8929256669480827,0.7158505023580136,-0.14482256425215345,-0.13791027719164994,-0.04363692472082089,0.5077598947863788,0.5110514481754598,0.9741987564627178,0.7521018693697286,-0.30457163114580144
X4 AtomicRadius,0.01620595090272612,-0.008302433538214578,0.08768692477007363,0.6268085513395155,0.6293137234214673,0.6864119215711576,0.9164596254322559,0.009506993733683433,0.0042227675586469435,0.08809429338203673,0.6063532008885271,0.6080289708686275,0.6646236721730429,0.8928865772729014,0.030340118269251662,-0.028828564170032073,0.07450827403511545,0.6662455656116107,0.6710440330225159,0.7307079678525003,0.967764879430228,-0.012770081048915603,0.14289929363214768,-0.06789913424093279,-0.6591649050317088,-0.6669953184716826,-0.7484983866357904,-0.9801274991661072,-0.026889116907242556,-0.08882595400632967,0.052808249023295215,0.5880204817147675,0.5880243268052642,0.6128818244654637,0.8428808739944201,0.0635318923851353,0.03205270309256508,-0.013601143952850293,0.6903245210689336,0.6981326845807045,0.7550439396695834,1.0,-0.06518003440944947,-0.012329181359616347,-0.006491542921966622,-0.6961781708839712,-0.704986579430846,-0.7496008983346782,-0.9921240225855733,0.012200913725447992,-0.001721847500561775,0.08779613187105602,0.6157848584897991,0.6178573267420207,0.675466709562146,0.9043546725625217,-0.02300654060044162,0.1061553025058304,-0.07060474920501272,0.6650730372175062,0.6702159758909573,0.7364211175490744,0.9735240644179513,-0.2275086722351473
